"","Year","B","A_xy","ln_A_xy_mu_sim","A_xy_mu_sim","ln_A_xy_var_sim","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21"
"11","2013",0.80220357007179,2242.08028330242,7.70701722191225,2263.76995186697,0.0351711651372612,0.00060425596073554,-0.00040607642165756,0.00120211524468693,0.000439083497732059,0.000853387895985309,0.00158690787274196,0.00255214517862289,0.00171480359382399,-0.00226168444295598,0.00029596663368627,0.0351711651372612,0.00169177699963414,0.000717951643408904,0.00346641957247041,0.00105341896106642,0.00292225461543422,0.00130422190723266,0.00110684835961527,5.92093228084705e-05,0.00219001829692776,0.0008457022185412
"12","2014",0.429645490515263,1544.72523520097,7.34743818302328,1598.46859861842,0.0584851544852363,0.00179708284711834,0.00101286500729462,0.00147524644318951,-9.29577904981418e-05,0.000574413063859226,0.00141144854688452,5.3354059664648e-06,0.0013617057837316,-0.00394267699113918,0.00060170904456779,0.00169177699963414,0.0584851544852363,8.39082069058911e-05,0.000813284369124779,0.00054360263877684,-5.42253702711641e-05,-0.00237111751038106,0.00115485500175056,0.000307770593109529,0.00128340404333502,-0.00244506267891945
"13","2015",0.236330001874181,1273.19636905945,7.14347262772066,1289.80123427522,0.0373774938868466,0.00122819879156296,0.00200773422993923,0.00184587979763172,0.0017760764000853,0.000742696906432362,0.00248811769416876,-0.00023213214934281,0.00433076389580353,0.000735911118239016,-0.000320228809707818,0.000717951643408904,8.39082069058911e-05,0.0373774938868466,-0.000658431761900123,-0.000165447418750733,0.00247620058920935,-0.00150630792579168,0.00349946982455217,0.00225475267142537,0.000373390250458512,-0.00217066159599259
"14","2016",-0.0616150584639478,945.14729516127,6.85518254490674,970.840125328929,0.046240018918602,-0.00025070549618703,0.000280812834291049,-0.000149352134071719,0.00178814172977078,0.00106957701149705,0.000896395655381652,0.00151067258268501,0.00258174501020075,0.00114058244788338,-0.000806718485257995,0.00346641957247041,0.000813284369124779,-0.000658431761900123,0.046240018918602,-0.000121051811543612,0.0023210690391119,0.000677874530758637,0.000445499938868043,0.0014530389662542,0.000541762612968123,0.000373463383733178
"15","2017",0.42196728703337,1532.9099386942,7.34104097773342,1578.16265206247,0.0460810895395622,0.000899278585800729,-0.00143255760484531,-0.00189258347129206,-0.00118039795099057,-0.000291726297952571,6.96411154717929e-05,0.00327152286474209,-0.00223902202649597,-0.00200288670637203,0.000985917563123374,0.00105341896106642,0.00054360263877684,-0.000165447418750733,-0.000121051811543612,0.0460810895395622,-0.00112599228169825,-0.00211690843582751,0.000536222345916211,0.000213759610851088,0.00157711262821679,-0.00202623988624176
"16","2018",0.738556007149002,2103.82384997098,7.64146854404307,2133.3745902321,0.0479144622907528,0.000569058641253833,5.56974360922086e-05,-0.000647594363794092,2.72895638990425e-05,0.000981676663088114,0.000294517553010836,0.00273276158518404,0.00229209395665021,0.000813513010766744,-0.000398956445999452,0.00292225461543422,-5.42253702711641e-05,0.00247620058920935,0.0023210690391119,-0.00112599228169825,0.0479144622907528,0.000559985994842586,0.0020402555220281,-0.000259359531960989,0.000661063357386624,0.00231673286812184
"17","2019",0.214995602193529,1246.32119110415,7.1113928032435,1253.61090793977,0.0446212189257051,0.00128438486089831,-0.0013340679019935,-0.000418201102038051,6.14765010203434e-05,-0.000145922156105366,0.00119127318424788,0.00257515407498915,-0.00148845700108619,0.00125598122393754,6.34110433168129e-05,0.00130422190723266,-0.00237111751038106,-0.00150630792579168,0.000677874530758637,-0.00211690843582751,0.000559985994842586,0.0446212189257051,-0.000329271827170337,-0.0019084699185637,0.00236022374933401,0.00179277832450265
"18","2021",0.508312486117257,1671.15173240005,7.42171610170657,1712.08123320635,0.0465895938975721,0.000203761198608053,6.9477245416351e-05,-0.000616441966668628,-0.000460744403848763,-0.000447244768113003,-0.00181206930671858,-0.000663768076453186,-0.00106219323955462,-0.0017153264708302,-0.00117145688124627,0.00110684835961527,0.00115485500175056,0.00349946982455217,0.000445499938868043,0.000536222345916211,0.0020402555220281,-0.000329271827170337,0.0465895938975721,-0.000856867944830867,0.00234066424342753,0.00603033245893009
"19","2022",0.650193992576161,1925.90224242889,7.55774549480925,1965.03439298023,0.0511079709506538,0.00169059398513229,-0.0010052785870788,0.00402281157365016,0.00257093695695569,0.00268766407625348,0.00221990046687085,0.00248471886414944,-0.00292797496258886,0.000196822850070468,-0.000833654804198541,5.92093228084705e-05,0.000307770593109529,0.00225475267142537,0.0014530389662542,0.000213759610851088,-0.000259359531960989,-0.0019084699185637,-0.000856867944830867,0.0511079709506538,0.00261823493054136,-0.00434062790154964
"20","2023",1.07013745429214,2930.98345539678,7.99506314862477,3069.06195011248,0.0685103325533507,0.00159465803854305,-0.00166179314818137,8.16180583457139e-05,0.00224737284802417,0.000551371012182982,-3.01918282564797e-05,0.0027042651562103,0.00483917427670778,-1.63120380126657e-05,0.00168202693487234,0.00219001829692776,0.00128340404333502,0.000373390250458512,0.000541762612968123,0.00157711262821679,0.000661063357386624,0.00236022374933401,0.00234066424342753,0.00261823493054136,0.0685103325533507,-0.00281698552867519
"21","2024",0.545304828043087,1734.12920933217,7.45291075757544,1845.10448535429,0.133825121132303,-0.00164154688834704,-0.00248822490061097,-0.00602746326678605,0.00119588132674562,-0.00207961026804403,-0.00340792363012493,-0.00231948395641791,0.00383560771418959,0.00441229264254494,-0.00227043040732129,0.0008457022185412,-0.00244506267891945,-0.00217066159599259,0.000373463383733178,-0.00202623988624176,0.00231673286812184,0.00179277832450265,0.00603033245893009,-0.00434062790154964,-0.00281698552867519,0.133825121132303
