"","r_max","K","var_N","z","Pmsy","P50","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","catch_multiplier_4","catch_parameter","sample.N.obs","add_CV","add_VAR_IA","Nmin","YearMin","violate_MVP","N2004","N2021","N2023","N2030","ROI_IA1","q_IA11","q_IA21","ROI_Count1","q_Count1","NLL.IAs","NLL.Count1","NLL.Count2","NLL.Count3","NLL.Count4","NLL.Count5","NLL.Count6","NLL.Count7","NLL.N1","NLL.GR","NLL","Likelihood","Max_Dep","status2004","status2021","status2023","status2030","draw","save"
"mean",0.0133944987926845,62477.6078502035,0.000368095409435478,4.23323034406354,0.648380341958529,0,1,1.59965228321848,1.0901671748327,1,0.501208642735344,3958.88749736133,0,0,1908.84537509382,1881.11185,0,3958.88754456204,4863.56269694759,5026.90577865622,5543.5104644613,0.0128757847817843,0.376077375726387,0,0,-9999,-5.72202869098214,0,0,0,0,0,0,0,-6.91816060691712,0,12.6401892978993,5.869400894912e-06,0.0298125302608893,0.0667291364854745,0.0829765580109317,0.0859299206176279,0.0954108309963909,1973153.80095,1
"median",0.0129459301428869,60212.5702405648,0.000373565079530232,3.41737017616682,0.64745675312588,0,1,1.59953219609837,1.09012886860755,1,0.498709879931994,3944.92878825403,0,0,1729.91112887623,1851,0,3944.9287450115,4832.79505038184,4985.08835471861,5446.30075098107,0.0126107014851065,0.375353922968031,0,0,-9999,-5.68796022396867,0,0,0,0,0,0,0,-6.64538906179048,0,12.5192440109186,3.65562307301594e-06,0.0279902999126956,0.0655061468412026,0.080479341599775,0.0830595970693329,0.0908423401059262,1974971.5,1
"2.5%PI",0.00132626478775637,39571.0523684135,8.14138244909049e-05,1.07311115744699,0.506931505123503,0,1,1.52165109683786,1.0122791315705,1,0.0256155050708912,3379.61028606748,0,0,467.59262619823,1839,0,3379.61028737111,4007.39861155456,4055.48360358802,4129.94404494803,0.0013588346793291,0.331314521516599,0,0,-9999,-7.81251375637272,0,0,0,0,0,0,0,-8.93710142194473,0,10.6240563389207,1.99763348040909e-07,0.0103220090295567,0.0404826961508558,0.044609470185492,0.0451828131228717,0.0460769700967045,103685.5,1
"97.5%PI",0.0285850047604763,99235.9353771648,0.000637270558501104,10.532451999969,0.792822953688447,0,1,1.6780324710691,1.16870013408947,1,0.97488892794936,4595.63719503407,0,0,3896.46999947459,1988,0,4595.63724423877,5892.77877180643,6230.6086021358,7507.61854601224,0.0262119274950962,0.426213939319847,0,0,-9999,-3.94414169434408,0,0,0,0,0,0,0,-6.41988188838078,0,15.4261327137382,2.43237738312869e-05,0.0595490985124115,0.0992063010055793,0.136008868698791,0.143697936326435,0.17186211655653,3848373.525,1
"5%PI",0.00243056003144011,42075.5914504505,9.79369316027721e-05,1.14971413748561,0.513929543988779,0,1,1.53353163488235,1.02480026884639,1,0.0511618182063103,3465.40387695306,0,0,575.593205349779,1839,0,3465.40387695211,4123.22112124309,4194.28081485138,4301.02444618899,0.00290691234232237,0.338057721425621,0,0,-9999,-7.35048380576918,0,0,0,0,0,0,0,-8.33135403198535,0,10.9306575730411,3.80630859122305e-07,0.0120314360644944,0.0440702128339006,0.0490231947299906,0.0497948724516841,0.0511417394576199,204392.95,1
"95%PI",0.0259696328052086,90627.6900512738,0.000623924053587482,9.82010634096727,0.784661320376908,0,1,1.6652333887338,1.15561232498551,1,0.947976257419214,4489.97681256267,0,0,3685.42589372485,1977,0,4489.9768125664,5701.05090962216,5994.60785548356,7092.82737569241,0.0239752268540527,0.417151545132003,0,0,-9999,-4.22353762328583,0,0,0,0,0,0,0,-6.42159198828719,0,14.7814359097433,1.79009372129584e-05,0.0540581339677176,0.0934197239061283,0.125854219562369,0.132691251756027,0.156109574471401,3747403.3,1
"min",3.52082075551152e-06,30469.6273395625,6.50843883367395e-05,1.00038008220185,0.500036841398105,0,1,1.43958020177074,0.940711565231451,1,4.01325523853302e-05,2860.08456458803,0,0,166.764569222981,1837,0,2860.08466435555,3440.6992941286,3299.88057656059,3320.97797411707,-0.00920777255791327,0.288925741012335,0,0,-9999,-12.0570750933891,0,0,0,0,0,0,0,-15.0644821053621,0,8.69585989556635,1.67534047347739e-09,0.00415100833268841,0.0220185240970225,0.0216543659306049,0.021491156269011,0.0218418607618372,244,1
"max",0.0471215500007384,187478.124914374,0.000650560702402752,11.2135887114784,0.799977942183614,0,1,1.75482795189704,1.24342209247244,1,0.999960851855576,5431.49928504135,0,0,5013.43204888414,2030,0,5431.49928504119,7197.61297078247,7579.39757895717,10298.1253365425,0.0388139430860908,0.481784880156537,0,0,-9999,-2.20643513059323,0,0,0,0,0,0,0,-6.41936515331196,0,20.2072494245778,0.000167276923293682,0.101117219512526,0.133093061042294,0.200487971909098,0.214991659180391,0.271615296979683,3940768,1
"n",20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
